request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,discard
202,4.04,t15,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-093"", ""p00287""]",1024,1.0,32,low,p00287,False
203,4.0600000000000005,t06,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-084"", ""p00278""]",2048,0.8333333333333333,32,low,p00278,False
204,4.08,t05,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-053"", ""p00053""]",256,0.6666666666666666,32,low,p00053,False
205,4.1,t02,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-096"", ""p00290""]",512,0.8333333333333333,32,low,p00290,False
206,4.12,t03,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-003"", ""p00003""]",1024,1.0,32,low,p00003,False
207,4.14,t00,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-027"", ""p00512""]",2048,0.5,32,low,p00512,False
208,4.16,t14,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-073"", ""p00558""]",256,0.8333333333333333,32,low,p00558,False
209,4.18,t08,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-023"", ""p00120""]",512,0.5,32,low,p00120,False
210,4.2,t09,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-056"", ""p00153""]",1024,0.6666666666666666,32,low,p00153,False
211,4.22,t02,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-050"", ""p00050""]",2048,0.8333333333333333,32,low,p00050,False
212,4.24,t01,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-032"", ""p00129""]",256,0.6666666666666666,32,low,p00129,False
213,4.26,t02,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-062"", ""p00450""]",512,0.8333333333333333,32,low,p00450,False
214,4.28,t01,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-033"", ""p00033""]",1024,0.6666666666666666,32,low,p00033,False
215,4.3,t02,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-018"", ""p00018""]",2048,0.8333333333333333,32,low,p00018,False
216,4.32,t00,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-075"", ""p00560""]",256,0.5,32,low,p00560,False
217,4.34,t02,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-015"", ""p00306""]",512,0.8333333333333333,32,low,p00306,False
218,4.36,t00,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-062"", ""p00256""]",1024,0.5,32,low,p00256,False
219,4.38,t05,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-084"", ""p00181""]",2048,0.6666666666666666,32,low,p00181,False
220,4.4,t04,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-079"", ""p00564""]",256,0.5,32,low,p00564,False
221,4.42,t10,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-039"", ""p00330""]",512,0.8333333333333333,32,low,p00330,False
222,4.44,t14,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-078"", ""p00078""]",1024,0.8333333333333333,32,low,p00078,False
223,4.46,t09,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-009"", ""p00009""]",2048,0.6666666666666666,32,low,p00009,False
224,4.48,t05,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-001"", ""p00389""]",256,0.6666666666666666,32,low,p00389,False
225,4.5,t06,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-034"", ""p00422""]",512,0.8333333333333333,32,low,p00422,False
226,4.5200000000000005,t02,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-077"", ""p00562""]",1024,0.8333333333333333,32,low,p00562,False
227,4.54,t07,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-054"", ""p00151""]",2048,1.0,32,low,p00151,False
228,4.5600000000000005,t05,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-081"", ""p00469""]",256,0.6666666666666666,32,low,p00469,False
229,4.58,t04,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-034"", ""p00228""]",512,0.5,32,low,p00228,False
230,4.6000000000000005,t09,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-068"", ""p00553""]",1024,0.6666666666666666,32,low,p00553,False
231,4.62,t07,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-005"", ""p00199""]",2048,1.0,32,low,p00199,False
232,4.64,t06,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-069"", ""p00166""]",256,0.8333333333333333,32,low,p00166,False
233,4.66,t15,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-030"", ""p00127""]",512,1.0,32,low,p00127,False
234,4.68,t03,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-019"", ""p00019""]",1024,1.0,32,low,p00019,False
235,4.7,t08,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-038"", ""p00232""]",2048,0.5,32,low,p00232,False
236,4.72,t04,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-067"", ""p00164""]",256,0.5,32,low,p00164,False
237,4.74,t14,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-027"", ""p00318""]",512,0.8333333333333333,32,low,p00318,False
238,4.76,t03,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-031"", ""p00419""]",1024,1.0,32,low,p00419,False
239,4.78,t09,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-006"", ""p00297""]",2048,0.6666666666666666,32,low,p00297,False
240,4.8,t09,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-036"", ""p00521""]",256,0.6666666666666666,32,low,p00521,False
241,4.82,t01,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-079"", ""p00273""]",512,0.6666666666666666,32,low,p00273,False
242,4.84,t06,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-017"", ""p00502""]",1024,0.8333333333333333,32,low,p00502,False
243,4.86,t02,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-014"", ""p00402""]",2048,0.8333333333333333,32,low,p00402,False
244,4.88,t13,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-011"", ""p00205""]",256,0.6666666666666666,32,low,p00205,False
245,4.9,t03,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-033"", ""p00227""]",512,1.0,32,low,p00227,False
246,4.92,t05,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-037"", ""p00037""]",1024,0.6666666666666666,32,low,p00037,False
247,4.94,t11,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-091"", ""p00091""]",2048,1.0,32,low,p00091,False
248,4.96,t13,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-073"", ""p00461""]",256,0.6666666666666666,32,low,p00461,False
249,4.98,t09,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-057"", ""p00057""]",512,0.6666666666666666,32,low,p00057,False
250,5.0,t09,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-041"", ""p00041""]",1024,0.6666666666666666,32,low,p00041,False
251,5.0200000000000005,t08,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-068"", ""p00456""]",2048,0.5,32,low,p00456,False
252,5.04,t07,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-053"", ""p00247""]",256,1.0,32,low,p00247,False
253,5.0600000000000005,t10,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-090"", ""p00090""]",512,0.8333333333333333,32,low,p00090,False
254,5.08,t14,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-093"", ""p00190""]",1024,0.8333333333333333,32,low,p00190,False
255,5.1000000000000005,t05,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-017"", ""p00405""]",2048,0.6666666666666666,32,low,p00405,False
256,5.12,t14,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-076"", ""p00270""]",256,0.8333333333333333,32,low,p00270,False
257,5.14,t05,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-034"", ""p00325""]",512,0.6666666666666666,32,low,p00325,False
258,5.16,t00,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-044"", ""p00432""]",1024,0.5,32,low,p00432,False
259,5.18,t10,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-057"", ""p00154""]",2048,0.8333333333333333,32,low,p00154,False
260,5.2,t15,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-047"", ""p00047""]",256,1.0,32,low,p00047,False
261,5.22,t06,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-017"", ""p00502""]",512,0.8333333333333333,32,low,p00502,False
262,5.24,t06,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-003"", ""p00294""]",1024,0.8333333333333333,32,low,p00294,False
263,5.26,t15,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-090"", ""p00575""]",2048,1.0,32,low,p00575,False
264,5.28,t15,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-027"", ""p00415""]",256,1.0,32,low,p00415,False
265,5.3,t06,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-085"", ""p00182""]",512,0.8333333333333333,32,low,p00182,False
266,5.32,t08,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-035"", ""p00520""]",1024,0.5,32,low,p00520,False
267,5.34,t07,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-038"", ""p00135""]",2048,1.0,32,low,p00135,False
268,5.36,t13,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-041"", ""p00429""]",256,0.6666666666666666,32,low,p00429,False
269,5.38,t03,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-081"", ""p00275""]",512,1.0,32,low,p00275,False
270,5.4,t02,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-001"", ""p00098""]",1024,0.8333333333333333,32,low,p00098,False
271,5.42,t10,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-088"", ""p00282""]",2048,0.8333333333333333,32,low,p00282,False
272,5.44,t01,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-048"", ""p00145""]",256,0.6666666666666666,32,low,p00145,False
273,5.46,t12,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-074"", ""p00268""]",512,0.5,32,low,p00268,False
274,5.48,t08,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-008"", ""p00008""]",1024,0.5,32,low,p00008,False
275,5.5,t04,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-032"", ""p00420""]",2048,0.5,32,low,p00420,False
276,5.5200000000000005,t14,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-010"", ""p00398""]",256,0.8333333333333333,32,low,p00398,False
277,5.54,t10,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-053"", ""p00538""]",512,0.8333333333333333,32,low,p00538,False
278,5.5600000000000005,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",1024,0.6666666666666666,32,low,p00161,False
279,5.58,t01,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-029"", ""p00417""]",2048,0.6666666666666666,32,low,p00417,False
280,5.6000000000000005,t05,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-037"", ""p00037""]",256,0.6666666666666666,32,low,p00037,False
281,5.62,t08,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-035"", ""p00520""]",512,0.5,32,low,p00520,False
282,5.64,t02,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-094"", ""p00482""]",1024,0.8333333333333333,32,low,p00482,False
283,5.66,t10,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-069"", ""p00554""]",2048,0.8333333333333333,32,low,p00554,False
284,5.68,t15,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-060"", ""p00351""]",256,1.0,32,low,p00351,False
285,5.7,t05,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-052"", ""p00149""]",512,0.6666666666666666,32,low,p00149,False
286,5.72,t00,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-093"", ""p00384""]",1024,0.5,32,low,p00384,False
287,5.74,t15,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-044"", ""p00335""]",2048,1.0,32,low,p00335,False
288,5.76,t14,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-027"", ""p00318""]",256,0.8333333333333333,32,low,p00318,False
289,5.78,t13,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-042"", ""p00333""]",512,0.6666666666666666,32,low,p00333,False
290,5.8,t05,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-034"", ""p00325""]",1024,0.6666666666666666,32,low,p00325,False
291,5.82,t05,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-069"", ""p00069""]",2048,0.6666666666666666,32,low,p00069,False
292,5.84,t12,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-087"", ""p00572""]",256,0.5,32,low,p00572,False
293,5.86,t11,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-075"", ""p00075""]",512,1.0,32,low,p00075,False
294,5.88,t09,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-085"", ""p00473""]",1024,0.6666666666666666,32,low,p00473,False
295,5.9,t05,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-004"", ""p00101""]",2048,0.6666666666666666,32,low,p00101,False
296,5.92,t01,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-032"", ""p00129""]",256,0.6666666666666666,32,low,p00129,False
297,5.94,t13,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-072"", ""p00557""]",512,0.6666666666666666,32,low,p00557,False
298,5.96,t05,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-032"", ""p00517""]",1024,0.6666666666666666,32,low,p00517,False
299,5.98,t15,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-092"", ""p00383""]",2048,1.0,32,low,p00383,False
300,6.0,t13,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-011"", ""p00205""]",256,0.6666666666666666,32,low,p00205,False
301,6.0200000000000005,t04,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-002"", ""p00196""]",512,0.5,32,low,p00196,False
302,6.04,t15,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-042"", ""p00527""]",1024,1.0,32,low,p00527,False
303,6.0600000000000005,t01,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-013"", ""p00401""]",2048,0.6666666666666666,32,low,p00401,False
304,6.08,t05,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-068"", ""p00165""]",256,0.6666666666666666,32,low,p00165,False
305,6.1000000000000005,t13,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-089"", ""p00477""]",512,0.6666666666666666,32,low,p00477,False
306,6.12,t07,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-036"", ""p00327""]",1024,1.0,32,low,p00327,False
307,6.140000000000001,t08,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-053"", ""p00344""]",2048,0.5,32,low,p00344,False
308,6.16,t14,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-093"", ""p00190""]",256,0.8333333333333333,32,low,p00190,False
309,6.18,t15,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-079"", ""p00079""]",512,1.0,32,low,p00079,False
310,6.2,t07,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-022"", ""p00119""]",1024,1.0,32,low,p00119,False
311,6.22,t15,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-027"", ""p00415""]",2048,1.0,32,low,p00415,False
312,6.24,t03,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-019"", ""p00019""]",256,1.0,32,low,p00019,False
313,6.26,t10,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-070"", ""p00458""]",512,0.8333333333333333,32,low,p00458,False
314,6.28,t09,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-005"", ""p00393""]",1024,0.6666666666666666,32,low,p00393,False
315,6.3,t12,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-059"", ""p00156""]",2048,0.5,32,low,p00156,False
316,6.32,t14,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-011"", ""p00302""]",256,0.8333333333333333,32,low,p00302,False
317,6.34,t02,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-030"", ""p00418""]",512,0.8333333333333333,32,low,p00418,False
318,6.36,t08,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-085"", ""p00376""]",1024,0.5,32,low,p00376,False
319,6.38,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-092"", ""p00577""]",2048,0.6666666666666666,32,low,p00577,False
320,6.4,t08,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-020"", ""p00408""]",256,0.5,32,low,p00408,False
321,6.42,t08,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-086"", ""p00280""]",512,0.5,32,low,p00280,False
322,6.44,t08,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-052"", ""p00440""]",1024,0.5,32,low,p00440,False
323,6.46,t14,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-025"", ""p00510""]",2048,0.8333333333333333,32,low,p00510,False
324,6.48,t02,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-018"", ""p00018""]",256,0.8333333333333333,32,low,p00018,False
325,6.5,t15,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-061"", ""p00255""]",512,1.0,32,low,p00255,False
326,6.5200000000000005,t10,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-053"", ""p00538""]",1024,0.8333333333333333,32,low,p00538,False
327,6.54,t12,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-024"", ""p00412""]",2048,0.5,32,low,p00412,False
328,6.5600000000000005,t11,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-038"", ""p00523""]",256,1.0,32,low,p00523,False
329,6.58,t11,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-089"", ""p00283""]",512,1.0,32,low,p00283,False
330,6.6000000000000005,t01,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-094"", ""p00385""]",1024,0.6666666666666666,32,low,p00385,False
331,6.62,t00,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-061"", ""p00352""]",2048,0.5,32,low,p00352,False
332,6.640000000000001,t02,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-080"", ""p00274""]",256,0.8333333333333333,32,low,p00274,False
333,6.66,t12,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-007"", ""p00492""]",512,0.5,32,low,p00492,False
334,6.68,t07,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-070"", ""p00167""]",1024,1.0,32,low,p00167,False
335,6.7,t00,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-046"", ""p00240""]",2048,0.5,32,low,p00240,False
336,6.72,t14,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-060"", ""p00254""]",256,0.8333333333333333,32,low,p00254,False
337,6.74,t05,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-050"", ""p00341""]",512,0.6666666666666666,32,low,p00341,False
338,6.76,t12,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-073"", ""p00364""]",1024,0.5,32,low,p00364,False
339,6.78,t14,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-045"", ""p00142""]",2048,0.8333333333333333,32,low,p00142,False
340,6.8,t04,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-000"", ""p00388""]",256,0.5,32,low,p00388,False
341,6.82,t08,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-054"", ""p00248""]",512,0.5,32,low,p00248,False
342,6.84,t14,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-025"", ""p00510""]",1024,0.8333333333333333,32,low,p00510,False
343,6.86,t01,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-001"", ""p00001""]",2048,0.6666666666666666,32,low,p00001,False
344,6.88,t09,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-006"", ""p00297""]",256,0.6666666666666666,32,low,p00297,False
345,6.9,t10,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-037"", ""p00522""]",512,0.8333333333333333,32,low,p00522,False
346,6.92,t03,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-078"", ""p00563""]",1024,1.0,32,low,p00563,False
347,6.94,t13,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-057"", ""p00445""]",2048,0.6666666666666666,32,low,p00445,False
348,6.96,t02,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-018"", ""p00018""]",256,0.8333333333333333,32,low,p00018,False
349,6.98,t02,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-017"", ""p00114""]",512,0.8333333333333333,32,low,p00114,False
350,7.0,t04,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-004"", ""p00004""]",1024,0.5,32,low,p00004,False
351,7.0200000000000005,t11,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-023"", ""p00411""]",2048,1.0,32,low,p00411,False
352,7.04,t03,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-096"", ""p00387""]",256,1.0,32,low,p00387,False
353,7.0600000000000005,t13,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-008"", ""p00493""]",512,0.6666666666666666,32,low,p00493,False
354,7.08,t13,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-012"", ""p00109""]",1024,0.6666666666666666,32,low,p00109,False
355,7.1000000000000005,t07,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-021"", ""p00215""]",2048,1.0,32,low,p00215,False
356,7.12,t00,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-047"", ""p00144""]",256,0.5,32,low,p00144,False
357,7.140000000000001,t05,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-083"", ""p00277""]",512,0.6666666666666666,32,low,p00277,False
358,7.16,t07,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-087"", ""p00087""]",1024,1.0,32,low,p00087,False
359,7.18,t07,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-018"", ""p00503""]",2048,1.0,32,low,p00503,False
360,7.2,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-045"", ""p00045""]",256,0.6666666666666666,32,low,p00045,False
361,7.22,t06,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-065"", ""p00550""]",512,0.8333333333333333,32,low,p00550,False
362,7.24,t09,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-085"", ""p00473""]",1024,0.6666666666666666,32,low,p00473,False
363,7.26,t03,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-034"", ""p00131""]",2048,1.0,32,low,p00131,False
364,7.28,t10,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-006"", ""p00394""]",256,0.8333333333333333,32,low,p00394,False
365,7.3,t05,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-021"", ""p00021""]",512,0.6666666666666666,32,low,p00021,False
366,7.32,t13,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-029"", ""p00029""]",1024,0.6666666666666666,32,low,p00029,False
367,7.34,t05,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-019"", ""p00213""]",2048,0.6666666666666666,32,low,p00213,False
368,7.36,t00,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-048"", ""p00048""]",256,0.5,32,low,p00048,False
369,7.38,t00,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-064"", ""p00064""]",512,0.5,32,low,p00064,False
370,7.4,t15,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-026"", ""p00511""]",1024,1.0,32,low,p00511,False
371,7.42,t02,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-077"", ""p00562""]",2048,0.8333333333333333,32,low,p00562,False
372,7.44,t04,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-002"", ""p00196""]",256,0.5,32,low,p00196,False
373,7.46,t03,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-033"", ""p00227""]",512,1.0,32,low,p00227,False
374,7.48,t11,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-023"", ""p00411""]",1024,1.0,32,low,p00411,False
375,7.5,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",2048,0.6666666666666666,32,low,p00161,False
376,7.5200000000000005,t14,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-075"", ""p00366""]",256,0.8333333333333333,32,low,p00366,False
377,7.54,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-045"", ""p00045""]",512,0.6666666666666666,32,low,p00045,False
378,7.5600000000000005,t14,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-043"", ""p00334""]",1024,0.8333333333333333,32,low,p00334,False
379,7.58,t03,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-002"", ""p00099""]",2048,1.0,32,low,p00099,False
380,7.6000000000000005,t03,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-019"", ""p00019""]",256,1.0,32,low,p00019,False
381,7.62,t01,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-029"", ""p00417""]",512,0.6666666666666666,32,low,p00417,False
382,7.640000000000001,t06,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-082"", ""p00470""]",1024,0.8333333333333333,32,low,p00470,False
383,7.66,t01,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-031"", ""p00225""]",2048,0.6666666666666666,32,low,p00225,False
384,7.68,t05,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-036"", ""p00133""]",256,0.6666666666666666,32,low,p00133,False
385,7.7,t15,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-079"", ""p00079""]",512,1.0,32,low,p00079,False
386,7.72,t01,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-065"", ""p00065""]",1024,0.6666666666666666,32,low,p00065,False
387,7.74,t03,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-062"", ""p00547""]",2048,1.0,32,low,p00547,False
388,7.76,t09,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-073"", ""p00073""]",256,0.6666666666666666,32,low,p00073,False
389,7.78,t08,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-088"", ""p00088""]",512,0.5,32,low,p00088,False
390,7.8,t12,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-055"", ""p00540""]",1024,0.5,32,low,p00540,False
391,7.82,t15,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-075"", ""p00463""]",2048,1.0,32,low,p00463,False
392,7.84,t04,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-033"", ""p00324""]",256,0.5,32,low,p00324,False
393,7.86,t04,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-082"", ""p00276""]",512,0.5,32,low,p00276,False
394,7.88,t06,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-006"", ""p00006""]",1024,0.8333333333333333,32,low,p00006,False
395,7.9,t15,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-060"", ""p00351""]",2048,1.0,32,low,p00351,False
396,7.92,t00,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-032"", ""p00032""]",256,0.5,32,low,p00032,False
397,7.94,t05,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-064"", ""p00549""]",512,0.6666666666666666,32,low,p00549,False
398,7.96,t09,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-054"", ""p00345""]",1024,0.6666666666666666,32,low,p00345,False
399,7.98,t09,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-072"", ""p00169""]",2048,0.6666666666666666,32,low,p00169,False
400,8.0,t00,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-078"", ""p00272""]",256,0.5,32,low,p00272,False
